,mass,atom_types,Cv_molar_250.00,Cv_gravimetric_250.00,Cv_molar_275.00,Cv_gravimetric_275.00,Cv_molar_300.00,Cv_gravimetric_300.00,Cv_molar_325.00,Cv_gravimetric_325.00,Cv_molar_350.00,Cv_gravimetric_350.00,Cv_molar_375.00,Cv_gravimetric_375.00,Cv_molar_400.00,Cv_gravimetric_400.00,structure_type
RSM0088,695.2717600000002,"{1.0, 6.0, 7.0, 8.0, 16.0, 30.0}",10.651961224106273,0.6434640339950861,11.464590112648139,0.6925533473863827,12.229498896396462,0.7387599830728797,12.94806107095558,0.782166911223511,13.62159846471761,0.8228539808925067,14.251542082597373,0.860907636273174,14.839520414102397,0.8964262512147775,MOF
RSM0089,542.1888100000001,"{1.0, 6.0, 7.0, 8.0, 25.0}",11.660357536581294,0.9032554849968487,12.331685113936587,0.9552590633239675,12.943256225776219,1.0026336793682649,13.50359790046618,1.0460398690625494,14.019707347477933,1.086019662770379,14.497212819681511,1.123009046288918,14.940625428672607,1.1573574674184983,MOF
RSM0094,951.8562800000011,"{1.0, 6.0, 7.0, 8.0, 48.0}",11.664443135722873,0.5146854856075123,12.368096753274095,0.5457337147972711,13.033627560084426,0.5750998013308745,13.663331096049504,0.6028850343184986,14.258714036707776,0.6291558947761797,14.820869968117956,0.6539606364323755,15.350739876923756,0.6773407796719028,MOF
RSM0097,617.6229599999998,"{8.0, 1.0, 28.0, 6.0}",10.517373735602227,0.7152093194451412,11.287567780035928,0.7675845579987977,12.016986638802909,0.8171869757395714,12.706816755082855,0.8640972539516343,13.357966400224235,0.9083771574965704,13.97128410859448,0.9500843889627555,14.547715596752772,0.9892832595854543,MOF
RSM0098,618.1025499999998,"{8.0, 1.0, 27.0, 6.0}",10.183119654996975,0.6919418557808458,10.967867093556247,0.7452653575516919,11.71161783564849,0.7958031383258922,12.415308718227188,0.8436188560709578,13.079679599253986,0.8887627840536615,13.70551097991349,0.9312879572432871,14.29375355174439,0.9712589750248798,MOF
RSM0104,777.9798400000009,"{48.0, 1.0, 6.0, 7.0}",11.4969399398369,0.6502293907163751,11.96213609565463,0.67653936663552,12.39893536863764,0.7012433075644422,12.812938325945527,0.724657963298384,13.2072842829389,0.7469608832657039,13.583762709375055,0.7682532740340697,13.943476741978323,0.7885975254153701,MOF
RSM0108,753.7919600000004,"{1.0, 6.0, 7.0, 8.0, 30.0}",10.723020521284887,0.6259192562050342,11.465032017845083,0.6692316123737688,12.172924797856671,0.7105524064036094,12.846146311863732,0.7498493851300881,13.484189330027466,0.787092940764728,14.08686157176765,0.8222718495933232,14.654392258358625,0.8553994916154043,MOF
RSM0112,586.1980371999997,"{8.0, 1.0, 13.0, 6.0}",10.940282698576292,0.8211771588943783,11.696638047574396,0.8779491595562676,12.408139057375156,0.9313543954058588,13.07796230390292,0.981631300098336,13.708377026991222,1.0289502026800954,14.301132211107172,1.0734423818516257,14.857741858738798,1.1152214785759564,MOF
RSM0113,709.7875200000005,"{1.0, 6.0, 7.0, 8.0, 30.0}",10.314306399386712,0.639387800976009,10.978257095041018,0.6805463586930979,11.626100471469108,0.7207064175270937,12.254425079511794,0.759656500439059,12.85973374592454,0.7971798163211989,13.439124071180517,0.8330964443160994,13.990556384198312,0.8672799444328427,MOF
RSM0114,624.0638399999999,"{1.0, 6.0, 7.0, 48.0, 17.0}",8.940828038458768,0.6303785101411835,9.58675008813219,0.6759196364875368,10.219508680910188,0.720532665312011,10.836119086737138,0.7640071564095656,11.433047589507668,0.8060939629803539,12.007119462745266,0.8465692490063064,12.555956018814618,0.885265303671245,MOF
RSM0116,1005.689040000001,"{1.0, 6.0, 8.0, 48.0, 17.0}",12.067502741178371,0.5279664980855789,12.709879472098187,0.5560711855548507,13.32072725821012,0.5827964470620508,13.901092119623836,0.6081880471357709,14.451378427337778,0.6322636774512941,14.97182291172893,0.6550336952226031,15.462762909758275,0.6765128593122218,MOF
RSM0118,710.4091200000003,"{8.0, 1.0, 29.0, 6.0}",9.438680171288302,0.5845954335956233,10.134661970809633,0.6277018610285067,10.805741231070293,0.6692659212582923,11.450671104688267,0.7092103893687113,12.067817277488643,0.747434042245263,12.655757420003825,0.7838487862883406,13.213571584740448,0.8183976434995366,MOF
RSM0122,735.9689400000001,"{8.0, 1.0, 27.0, 6.0}",10.659616384885767,0.6372865693693184,11.409327179953365,0.6821081279842435,12.1184669752734,0.7245041440363359,12.788383295911302,0.7645551794890926,13.420241250546917,0.8023308905183747,14.015145510925908,0.8378973200699745,14.574246839330014,0.8713232666184534,MOF
RSM0123,863.2988800000003,"{1.0, 6.0, 7.0, 8.0, 30.0}",11.29955522685266,0.5759076508723339,11.963215120324158,0.6097325937620385,12.596932402118739,0.6420314430307431,13.199546502650588,0.672745047597682,13.769715032632568,0.7018049895255659,14.306559675926655,0.7291665034255258,14.809885880122401,0.754819673489424,MOF
RSM0129,666.8691280000002,"{1.0, 6.0, 8.0, 15.0, 30.0}",10.37912539080301,0.7159422260388973,11.16709245805234,0.7702954470407085,11.901892951433835,0.8209812881995585,12.586727677113855,0.8682205380892023,13.224229338048637,0.9121947980627425,13.816825549738207,0.9530715227350536,14.366930328830508,0.991017228685091,MOF
RSM0134,572.20489,"{1.0, 6.0, 7.0, 8.0, 25.0}",8.946771270039095,0.719237961111794,9.679445409856825,0.7781382099922529,10.38825237476718,0.8351197579581858,11.070886833564858,0.8899972776254734,11.725138593089138,0.9425930898320362,12.349251382467447,0.992766006584639,12.942090807065002,1.0404248330086625,MOF
RSM0135,1223.4003599999999,"{1.0, 6.0, 8.0, 44.0, 48.0, 19.0}",13.69967825088571,0.5151095423420855,14.38543817766956,0.5408941976875009,15.019951525328686,0.5647519755226488,15.607241136797697,0.58683413522348,16.150646881801183,0.6072662562914846,16.653165270947245,0.6261610078842655,17.11760718910019,0.6436240796092367,MOF
RSM0136,1276.1122399999992,"{1.0, 6.0, 8.0, 48.0, 17.0}",12.574967301573304,0.45328966978043583,13.02707613119926,0.469586830414828,13.465952901523798,0.48540701519334617,13.892213175454545,0.5007724133034798,14.304855628180949,0.5156469300038404,14.702431917221979,0.5299783569133475,15.083658190941188,0.5437204150500861,MOF
RSM0138,943.9318400000012,"{1.0, 6.0, 7.0, 8.0, 48.0}",10.749262528910817,0.5238366324520815,11.457533229513325,0.5583523155205913,12.140452736971428,0.5916325758231494,12.795657286919663,0.6235622216094583,13.420925926324756,0.6540330206585022,14.01459944372142,0.6829641157259664,14.575738754215442,0.7103097430148234,MOF
RSM0140,491.4946399999997,"{1.0, 29.0, 6.0, 7.0}",8.050857633701478,0.7534964189035066,8.711957913028419,0.8153701615124582,9.364337548297156,0.8764277210056033,10.002255130887182,0.9361317470742115,10.62079199988753,0.9940218920695181,11.216179144081126,1.0497454064356269,11.785847569214482,1.1030618526864637,MOF
RSM0143,845.0726440000009,"{1.0, 6.0, 8.0, 15.0, 30.0}",10.963464876667693,0.6097497686877923,11.750332238474181,0.6535125934194669,12.484702864176883,0.6943557323532448,13.169865189531157,0.7324620768436135,13.808465146783226,0.7679787844354964,14.402911189743651,0.8010398049495386,14.955574803716209,0.8317770321466719,MOF
RSM0147,1005.283812000001,"{1.0, 6.0, 8.0, 15.0, 29.0}",12.048134607613568,0.575270838207281,12.861668048720773,0.6141151970908256,13.613286622188305,0.6500032628248846,14.307401258232147,0.6831456472265788,14.947764477526755,0.713721524565128,15.537876699881869,0.7418980318707539,16.081164528254863,0.7678387815880126,MOF
RSM0148,750.4877200000004,"{1.0, 6.0, 7.0, 8.0, 29.0}",9.798332174239048,0.6266857295992452,10.53246868496239,0.6736399322805635,11.238040123028236,0.7187671583824917,11.914660805767221,0.7620427402553986,12.561320187000085,0.8034020449741719,13.177004173412241,0.8427802127445699,13.76103353137281,0.8801338008647157,MOF
RSM0150,869.7422680000008,"{1.0, 6.0, 8.0, 15.0, 25.0}",12.341994799893811,0.6811394273813797,13.157403387995728,0.7261408187923027,13.903782590245948,0.7673325637794631,14.588103476713158,0.8050993870775417,15.216186787911562,0.8397625281559322,15.793057374905358,0.8715993023297063,16.32317026987469,0.9008555773145253,MOF
RSM0153,817.1398000000007,"{8.0, 1.0, 30.0, 6.0}",11.237149864289425,0.6738386055240257,11.935741097338274,0.7157298099659017,12.593621519959662,0.7551797801037509,13.21276388166487,0.7923068123735718,13.794682636638797,0.8272017214132764,14.34075845038388,0.8599472991877394,14.852407636222164,0.890628475292582,MOF
RSM0154,886.719993000001,"{1.0, 6.0, 8.0, 15.0, 25.0}",11.947811773567683,0.6602341004222918,12.687013396749025,0.7010822597305546,13.375402302389041,0.7391225166804853,14.017270444741756,0.7745920439535474,14.615732054320505,0.8076629334122886,15.173366442647717,0.8384777173843845,15.692552954951822,0.8671678780932127,MOF
RSM0155,712.34692,"{8.0, 1.0, 28.0, 6.0}",9.892409281891075,0.6804662745122316,10.663650347032664,0.7335174089116586,11.394504618782056,0.7837904687231901,12.086808194008519,0.8314117530071127,12.741894526362085,0.8764729856510676,13.360856516366114,0.9190493436848715,13.944739144755143,0.9592127078937915,MOF
RSM0158,660.48468,"{1.0, 6.0, 7.0, 8.0, 30.0}",9.216661421694806,0.6837651551025308,9.912139868632256,0.7353612707004507,10.592799941177145,0.7858580415789206,11.253679624665537,0.8348873460753266,11.890483216771354,0.8821304948690049,12.499946329398384,0.9273453097209171,13.079914685766076,0.9703719692673836,MOF
