,structure_name,structure_path,site Number,site AtomicWeight,site Row,site Column,site Electronegativity,site CovalentRadius,AGNI eta=8.00e-01,AGNI eta=1.23e+00,AGNI eta=1.88e+00,AGNI eta=2.89e+00,AGNI eta=4.43e+00,AGNI eta=6.80e+00,AGNI eta=1.04e+01,AGNI eta=1.60e+01,G2_0.05,G2_4.0,G2_20.0,G2_80.0,G4_0.005_1.0_1.0,G4_0.005_1.0_-1.0,G4_0.005_4.0_1.0,G4_0.005_4.0_-1.0,local difference in Number,local difference in AtomicWeight,local difference in Row,local difference in Column,local difference in Electronegativity,local difference in CovalentRadius,local signed difference in Number,local signed difference in AtomicWeight,local signed difference in Row,local signed difference in Column,local signed difference in Electronegativity,local signed difference in CovalentRadius,maximum local difference in Number,maximum local difference in AtomicWeight,maximum local difference in Row,maximum local difference in Column,maximum local difference in Electronegativity,maximum local difference in CovalentRadius,minimum local difference in Number,minimum local difference in AtomicWeight,minimum local difference in Row,minimum local difference in Column,minimum local difference in Electronegativity,minimum local difference in CovalentRadius
AFI.cif_34,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.023979005831579983,0.28529695116626946,1.1227451974468297,2.6258286089767635,4.190847042510951,5.253643682530682,5.815937917499753,6.07922052329601,6.17802534025389,2.0700928142608555,0.19087694710472325,0.0003088741766829158,5.9704824287301435,1.775892568486319,3.810139331904499,0.45230723576068466,2.0086492225809227,4.046122561505881,0.33477487043015386,0.6695497408603077,0.5155533004624369,15.064869169356921,2.0086492225809227,4.046122561505881,0.33477487043015386,-0.6695497408603077,-0.5155533004624369,15.064869169356921,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_35,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024380984061375437,0.28806971475766807,1.1241413996248113,2.5652613328815637,4.0085812357092285,4.969221195115215,5.473032966150423,5.708057699181053,5.796125572836529,2.040530945777065,0.1928702639688852,0.00031915446033366744,5.7129152578307645,1.7281081090173478,3.658625039610347,0.4469190814524234,1.4230265178158958,2.8664734661624496,0.23717108630264933,0.47434217260529865,0.3652434729060799,10.67269888361922,1.4230265178158958,2.8664734661624496,0.23717108630264933,-0.47434217260529865,-0.3652434729060799,10.67269888361922,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_36,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024208752450608523,0.28795610751590084,1.156030908801019,2.6888283726286604,4.189037783956917,5.16343275544244,5.667789256982425,5.901663607373001,5.98908288178272,2.132658497436394,0.19233974304644091,0.0003146969763671481,6.139140562703825,1.9745536895027935,3.841899642725032,0.49159249361199464,1.6740698988457268,3.3721627007398896,0.2790116498076211,0.5580232996152422,0.42967794070373655,12.55552424134295,1.6740698988457268,3.3721627007398896,0.2790116498076211,-0.5580232996152422,-0.42967794070373655,12.55552424134295,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_37,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.02406425767205891,0.28633840408568617,1.135622117765045,2.6158933684403713,4.065471961079293,5.009261338738483,5.498414357218024,5.725369171784798,5.810221825418041,2.0792994570823584,0.1914241175810922,0.00031104280456003685,5.912652628415989,1.8772913638725923,3.717113303987164,0.4544739745806448,1.4259426472480699,2.8723475714841493,0.2376571078746783,0.4753142157493566,0.3659919461270046,10.694569854360523,1.4259426472480699,2.8723475714841493,0.2376571078746783,-0.4753142157493566,-0.3659919461270046,10.694569854360523,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_38,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024303058176470514,0.28806910178588574,1.1373348564755394,2.6040792336357845,4.029829829784644,4.954098362018952,5.432158337293559,5.6537692632867245,5.7365939590819135,2.07389441220409,0.1926781701767014,0.00031709669048700297,5.784335470384775,1.8349681715383774,3.6596084409617715,0.4860142695213603,1.4486101745365954,2.9180079050777907,0.24143502908943254,0.4828700581788651,0.37180994479772617,10.864576309024466,1.4486101745365954,2.9180079050777907,0.24143502908943254,-0.4828700581788651,-0.37180994479772617,10.864576309024466,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_39,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024209112686596642,0.2879257942642185,1.1554730544092513,2.6868429696229192,4.185598480314365,5.159063869078393,5.662943846249397,5.896598114318866,5.983935251964839,2.131211039355751,0.19232916627581087,0.0003147079725982638,6.132636141018267,1.9714713412982916,3.8387644198871764,0.49125714837421086,1.670280688830065,3.364529905544842,0.27838011480501085,0.5567602296100217,0.42870537679971676,12.527105166225489,1.670280688830065,3.364529905544842,0.27838011480501085,-0.5567602296100217,-0.42870537679971676,12.527105166225489,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_40,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024064364371153064,0.2863201727317485,1.1353570077364608,2.6149906281167494,4.063947776579947,5.007359045434272,5.496324425130455,5.723193994782693,5.808015061915062,2.078634478168789,0.19141689311669965,0.00031104673125042413,5.9097956393481725,1.876045341409852,3.715561238803809,0.45425835293034056,1.4241541202147083,2.868744852054498,0.23735902003578474,0.4747180400715695,0.3655328908551085,10.681155901610312,1.4241541202147083,2.868744852054498,0.23735902003578474,-0.4747180400715695,-0.3655328908551085,10.681155901610312,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_41,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024299198169007264,0.28804500290697466,1.137176941551467,2.6035056314157963,4.028830571473611,4.95284165768473,5.430775576631233,5.6523297297873425,5.7351334757839805,2.073480837442691,0.19266069431077196,0.0003169970924435826,5.782992780915253,1.8342713066848824,3.658938436976797,0.4857224860675476,1.4461584487055155,2.913069271149955,0.2410264081175859,0.4820528162351718,0.37118066850108233,10.846188365291365,1.4461584487055155,2.913069271149955,0.2410264081175859,-0.4820528162351718,-0.37118066850108233,10.846188365291365,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_42,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.02420911268691967,0.2879258029431425,1.1554735832708103,2.68684594864996,4.185604914632889,5.159072913534815,5.662954329539738,5.896609282591869,5.983946678994577,2.1312129688637915,0.19232916819334187,0.00031470797259826555,6.132665001195209,1.9714767668192084,3.838783851616341,0.4912573651576031,1.6702831913044032,3.364534946404024,0.27838053188406714,0.5567610637681343,0.42870601910146333,12.527123934783022,1.6702831913044032,3.364534946404024,0.27838053188406714,-0.5567610637681343,-0.42870601910146333,12.527123934783022,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_43,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.02406450083332808,0.28632088381058696,1.1353594223092016,2.6149984801452044,4.063961081185572,5.007375432992058,5.496342240389393,5.723212432912612,5.808033726544252,2.0786402208941497,0.19141746125519293,0.00031105021043066264,5.909842295490716,1.8760608867277313,3.7155852498746658,0.45424815527842133,1.4241409124997462,2.868718247093864,0.23735681874995773,0.47471363749991546,0.3655295008749349,10.681056843748097,1.4241409124997462,2.868718247093864,0.23735681874995773,-0.47471363749991546,-0.3655295008749349,10.681056843748097,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_44,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024301877179650135,0.288058368472935,1.1371943776041886,2.603516695071748,4.028834370347456,4.952841151848523,5.430772996633233,5.652326222962834,5.735129628092018,2.0734946034146597,0.19267166743898692,0.00031706641118776034,5.782988043526158,1.8342914481230161,3.658943347162043,0.4857611344657703,1.4461946564252046,2.9131422061701113,0.24103244273753416,0.4820648854750683,0.37118996181580255,10.846459923189036,1.4461946564252046,2.9131422061701113,0.24103244273753416,-0.4820648854750683,-0.37118996181580255,10.846459923189036,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_45,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.02421522415868493,0.28799050121204556,1.156090462878822,2.688890779818471,4.189087621475991,5.1634701211510174,5.66781918850275,5.901689895558231,5.989107778216834,2.13272252593634,0.19236718756960797,0.0003148638003068455,6.139239687881004,1.9746703578958114,3.841955587760853,0.491683936824197,1.6741553812663494,3.372334892253872,0.27902589687772494,0.5580517937554499,0.4296998811916964,12.556165359497621,1.6741553812663494,3.372334892253872,0.27902589687772494,-0.5580517937554499,-0.4296998811916964,12.556165359497621,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_46,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024064257672087835,0.2863384045664062,1.1356221256522518,2.6158934188984713,4.065472358790687,5.009262227193628,5.498415591616286,5.7253705883580475,5.810223313638383,2.079299473153954,0.19142411770053872,0.0003110428045600377,5.912657198125744,1.8772916308540986,3.7171164175248292,0.45447389606501926,1.425936110844753,2.872334404880128,0.2376560184741255,0.475312036948251,0.36599026845015326,10.694520831335648,1.425936110844753,2.872334404880128,0.2376560184741255,-0.475312036948251,-0.36599026845015326,10.694520831335648,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_47,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024303058176386783,0.2880691028593538,1.1373350629484789,2.60408054408033,4.029832184624452,4.954101094348012,5.432161145787273,5.65377207796745,5.736596771270167,2.0738952748652517,0.19267817027191497,0.0003170966904870018,5.784344028551753,1.8349704943671137,3.6596137867793264,0.48601445279870337,1.4486155369999314,2.918018706955812,0.2414359228333219,0.4828718456666438,0.3718113211633157,10.864616527499486,1.4486155369999314,2.918018706955812,0.2414359228333219,-0.4828718456666438,-0.3718113211633157,10.864616527499486,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_48,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024750535987683075,0.2893615835845383,1.1052659858494445,2.4231940031006767,3.6759722501793624,4.491567174538332,4.915996077133775,5.113430884002876,5.18733560031104,1.9539099440563594,0.19417967153230312,0.00032886769822974653,5.032662198234371,1.5591126124419212,3.2589947331862223,0.4366552077503238,1.1826312506409928,2.3822332597286837,0.19710520844016544,0.39421041688033087,0.3035420209978548,8.869734379807445,1.1826312506409928,2.3822332597286837,0.19710520844016544,-0.39421041688033087,-0.3035420209978548,8.869734379807445,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_49,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024600340499582124,0.28871564941830063,1.103340159810962,2.41337803799782,3.6565475420454723,4.466247999482857,4.887829160428185,5.083994542789635,5.157433183869635,1.9474557932259162,0.19361837984988273,0.00032489658503060884,5.005209452446092,1.5583685973407408,3.229281857114587,0.4216530604540615,1.23201067345212,2.4817007000682776,0.20533511224201997,0.41067022448403995,0.31621607285271075,9.2400800508909,1.23201067345212,2.4817007000682776,0.20533511224201997,-0.41067022448403995,-0.31621607285271075,9.2400800508909,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_50,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.02562446676353859,0.29432474781424905,1.1137546173753499,2.419095330591873,3.6480994178285866,4.445670936032027,4.860396080918107,5.053280727777002,5.125478693440825,1.9563344057537146,0.1980186970997374,0.00035220878256544155,4.832878319019508,1.4658457555608384,3.204328971705924,0.50641325678357,1.2435135416512049,2.5048715026251047,0.20725225694186747,0.41450451388373494,0.3191684756904759,9.326351562384035,1.2435135416512049,2.5048715026251047,0.20725225694186747,-0.41450451388373494,-0.3191684756904759,9.326351562384035,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_51,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024759240796121837,0.28940542628771726,1.1052937615140455,2.423023351101578,3.6755868479169918,4.491063240204495,4.9154388799393045,5.112850877720402,5.186747372675799,1.9538209466983418,0.1942154208367186,0.00032909865187951185,5.030363160841111,1.557977886307982,3.2586255779561513,0.43752471316159447,1.1835837599188552,2.384151946792546,0.19726395998647586,0.3945279199729517,0.3037864983791728,8.876878199391413,1.1835837599188552,2.384151946792546,0.19726395998647586,-0.3945279199729517,-0.3037864983791728,8.876878199391413,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_52,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024579889420802456,0.28856980148545597,1.102812244580765,2.4122993194690876,3.6550307155240573,4.464490681302528,4.885959981879115,5.082076292054551,5.155497036198211,1.9465627328299615,0.1935156612199135,0.0003243653837372528,5.001253873246803,1.556393419727201,3.227740225339434,0.4215796702311419,1.2328719957500012,2.4834357046390143,0.20547866595833347,0.41095733191666695,0.31643714557583363,9.246539968125008,1.2328719957500012,2.4834357046390143,0.20547866595833347,-0.41095733191666695,-0.31643714557583363,9.246539968125008,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_53,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.0256261538940184,0.2943241691190046,1.1136852268925457,2.4189107719172993,3.647888605234667,4.445498163596609,4.860259645457374,5.053164850512296,5.125371090586338,1.9561838578546005,0.19802153708024645,0.00035225795813273214,4.832841542752864,1.4658566431396776,3.2042455375832066,0.5062097021068035,1.2435292622362062,2.504903169385502,0.20725487703936768,0.41450975407873536,0.31917251064062624,9.326469466771545,1.2435292622362062,2.504903169385502,0.20725487703936768,-0.41450975407873536,-0.31917251064062624,9.326469466771545,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_54,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024759240796122,0.2894054264721316,1.1052938232907115,2.423024021350504,3.6755886443662527,4.491065954559875,4.915442110687246,5.112854355822946,5.18675094441032,1.9538213210180995,0.19421542085907711,0.00032909865187951277,5.030372400545547,1.557978611811092,3.2586334956717877,0.4375247409826786,1.183583759918856,2.384151946792547,0.19726395998647595,0.3945279199729519,0.303786498379173,8.876878199391419,1.183583759918856,2.384151946792547,0.19726395998647595,-0.3945279199729519,-0.303786498379173,8.876878199391419,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_55,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.02458179289323792,0.28857925476265334,1.1028257605926122,2.4123145357591333,3.655048365087612,4.464510028796413,4.885980164912167,5.082096844915678,5.155517723950605,1.9465772521437128,0.19352342069691816,0.00032441517946965506,5.001299499840222,1.5564201912474205,3.2277702376015425,0.421591716118148,1.2328818510034294,2.4834555565687584,0.20548030850057158,0.41096061700114317,0.3164396750908802,9.246613882525722,1.2328818510034294,2.4834555565687584,0.20548030850057158,-0.41096061700114317,-0.3164396750908802,9.246613882525722,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_56,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.02562971583705048,0.2943418282436087,1.1137125679106434,2.418944502336535,3.6479294038494428,4.445543832231579,4.8603078237877195,5.053214180138241,5.125420847881993,1.956215252644802,0.19803594702180785,0.0003523549157064226,4.832953827707529,1.4659077115547434,3.2043308465755764,0.5062398111200548,1.2435501388969252,2.5049452222870214,0.2072583564828209,0.4145167129656418,0.31917786898354417,9.32662604172694,1.2435501388969252,2.5049452222870214,0.2072583564828209,-0.4145167129656418,-0.31917786898354417,9.32662604172694,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_57,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024750537472318992,0.28936194026373846,1.1052687168868416,2.4232002851726016,3.675982151538138,4.491579768213138,4.916010181236688,5.113445715228039,5.187350707607689,1.9539149803889382,0.19417983383363238,0.0003288676982635703,5.032689183127418,1.5591203825429907,3.2590124668875466,0.43665766587481364,1.1826286715552194,2.3822280645472564,0.19710477859253656,0.3942095571850731,0.30354135903250634,8.869715036664145,1.1826286715552194,2.3822280645472564,0.19710477859253656,-0.3942095571850731,-0.30354135903250634,8.869715036664145,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_58,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.024598796032171723,0.28870798497536837,1.10332907177859,2.413365068975377,3.6565321948024025,4.466231087227995,4.8878114912523305,5.08397654024133,5.157415059902541,1.9474435738896196,0.19361208868124008,0.00032485611132212393,5.005172917665794,1.5583449352298775,3.2292610561387387,0.4216457527241977,1.231998584761125,2.481676349213572,0.20533309746018752,0.41066619492037504,0.31621297008868876,9.239989385708437,1.231998584761125,2.481676349213572,0.20533309746018752,-0.41066619492037504,-0.31621297008868876,9.239989385708437,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_59,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.0256244667635383,0.29432474762713057,1.1137545756688871,2.419094980045534,3.6480986229627437,4.4456698453032635,4.860394843776943,5.0532794250697135,5.125477366651171,1.9563341947202402,0.19801869707405598,0.000352208782565441,4.83287340892801,1.465845420835265,3.2043246292742293,0.5064132450340528,1.2435135416512035,2.504871502625102,0.20725225694186727,0.41450451388373455,0.3191684756904756,9.326351562384026,1.2435135416512035,2.504871502625102,0.20725225694186727,-0.41450451388373455,-0.3191684756904756,9.326351562384026,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_60,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.0231660284950147,0.28059772942741995,1.1224996973844918,2.6558263587196085,4.239189065243893,5.304135412818697,5.864760747055528,6.1266833825398725,6.224889334463607,2.089240880898654,0.18720527889543012,0.0002885212622681245,6.15435045116624,1.8904902959644816,3.8603641089098644,0.41422428397257005,1.9795878221561802,3.987582729560301,0.32993130369269663,0.6598626073853933,0.5080942076867528,14.846908666171348,1.9795878221561802,3.987582729560301,0.32993130369269663,-0.6598626073853933,-0.5080942076867528,14.846908666171348,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_61,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.023448260617954915,0.2826160622102851,1.1461499950086285,2.7727843551923606,4.462443558288398,5.589882483213964,6.179405280956672,6.453832265563967,6.556561418948632,2.1678969641867054,0.18857851999213623,0.00029552643183894427,6.65975456837545,2.054734147192061,4.15622491735895,0.45579472789081266,2.147815973442573,4.326453106104047,0.35796932890709554,0.7159386578141911,0.5512727665169271,16.108619800819298,2.147815973442573,4.326453106104047,0.35796932890709554,-0.7159386578141911,-0.5512727665169271,16.108619800819298,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_62,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.02326086700334573,0.28134745144389206,1.1353736370979643,2.7155861160004697,4.344414173116944,5.431309011854636,6.00034056788835,6.265444797131065,6.364722174859465,2.130599782483444,0.18767126600584128,0.00029087163820804067,6.332013675269187,1.9551935425675973,3.9709898390165526,0.43090289094273504,2.0914334332572895,4.212878936281822,0.34857223887621497,0.6971444777524299,0.536801247869371,15.685750749429674,2.0914334332572895,4.212878936281822,0.34857223887621497,-0.6971444777524299,-0.536801247869371,15.685750749429674,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_63,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.023168285841939917,0.2806204576553189,1.1224888546555474,2.6554514025838873,4.238362216295032,5.3030074764357895,5.863476937888541,6.125327369744153,6.223506347075492,2.089019530934067,0.18722040738521,0.0002885745199773527,6.152292401433172,1.890162136479265,3.8588747546523834,0.4140269122330104,1.9791272392496462,3.9866549543825243,0.329854539874941,0.659709079749882,0.5079759914074091,14.843454294372346,1.9791272392496462,3.9866549543825243,0.329854539874941,-0.659709079749882,-0.5079759914074091,14.843454294372346,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_64,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.02345469055205021,0.2826771981121923,1.1464190070444404,2.7731343212538104,4.462657588436563,5.5899601642401295,6.179405159106059,6.453795008097176,6.556510145387689,2.168254345934759,0.18861760714700113,0.0002956813318049907,6.659174282376709,2.0555458814023013,4.155165605307427,0.45586471111080645,2.1469142777030963,4.324636775291232,0.3578190462838494,0.7156380925676988,0.5510413312771281,16.101857082773222,2.1469142777030963,4.324636775291232,0.3578190462838494,-0.7156380925676988,-0.5510413312771281,16.101857082773222,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_65,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.023244048670866758,0.28124961877056875,1.1350306742544962,2.7146007813316446,4.342800700449748,5.4293383486325,5.998203655117818,6.263235179830364,6.362486093587012,2.129858582777204,0.18759626032540516,0.0002904578884303163,6.32831124472662,1.953869520422238,3.969098456162716,0.4308481586364728,2.090720374755431,4.2114425868886025,0.3484533957925718,0.6969067915851436,0.5366182295205606,15.680402810665731,2.090720374755431,4.2114425868886025,0.3484533957925718,-0.6969067915851436,-0.5366182295205606,15.680402810665731,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_66,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.02316878476993635,0.280623457482949,1.1224971982926932,2.655469075220066,4.238388703767281,5.303039337387069,5.863511462473296,6.125363102412981,6.223542526953478,2.089033817484892,0.18722268731684322,0.0002885867728429115,6.152393036708629,1.8901891462721874,3.8589422728958933,0.41402340098778484,1.979136524424344,3.986673657974176,0.3298560874040573,0.6597121748081146,0.5079783746022482,14.843523933182578,1.979136524424344,3.986673657974176,0.3298560874040573,-0.6597121748081146,-0.5079783746022482,14.843523933182578,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_67,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.023457699838370594,0.28269244381443664,1.146440407901777,2.773154281235872,4.4626753673749695,5.589976582601575,6.1794208838706925,6.4538104119238495,6.5565254292312884,2.1682750860485274,0.18863008495078465,0.0002957572319830852,6.65921629206333,2.055585493170246,4.155193501216097,0.4558936197295565,2.146968523315261,4.324746044940096,0.35782808721921017,0.7156561744384203,0.5510552543175836,16.10226392486446,2.146968523315261,4.324746044940096,0.35782808721921017,-0.7156561744384203,-0.5510552543175836,16.10226392486446,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_68,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.023244183029874226,0.28125033065700156,1.1350330960249415,2.71460902085391,4.342815488003175,5.429357342475877,5.998224782124802,6.263257284686321,6.362508562082465,2.1298644974866057,0.18759682831871427,0.0002904611982173158,6.328365454386075,1.9538842193523742,3.9691288729421372,0.4308383285549526,2.090701843055786,4.211405257559423,0.3484503071759644,0.6969006143519288,0.5366134730509852,15.680263822918398,2.090701843055786,4.211405257559423,0.3484503071759644,-0.6969006143519288,-0.5366134730509852,15.680263822918398,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_69,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.02316602966990982,0.28059811117987604,1.1225029472742958,2.655833260719705,4.239198540873956,5.3041465450236975,5.864772791139541,6.126695866681735,6.224901986161371,2.0892466636406573,0.18720544481144608,0.00028852126228360697,6.1543824128601585,1.8905037371177136,3.8603803733336575,0.4142258704402856,1.9795665875353363,3.9875399556018043,0.32992776458922274,0.6598555291784455,0.5080887574674029,14.846749406515022,1.9795665875353363,3.9875399556018043,0.32992776458922274,-0.6598555291784455,-0.5080887574674029,14.846749406515022,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_70,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.023448260617939715,0.2826160629665395,1.1461501343042353,2.7727851979535276,4.462444906979511,5.589883847098737,6.179406536709594,6.453833443328246,6.556562562995843,2.1678975332828254,0.18857852008160583,0.00029552643183894373,6.659759126617939,2.0547358878993878,4.156227227486597,0.45579488756656944,2.147818360776532,4.3264579150302085,0.3579697267960887,0.7159394535921774,0.5512733792659766,16.108637705823995,2.147818360776532,4.3264579150302085,0.3579697267960887,-0.7159394535921774,-0.5512733792659766,16.108637705823995,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
AFI.cif_71,AFI.cif,cifs,8.0,15.9994,2.0,16.0,3.44,66.0,0.0232577541220448,0.28133158004656167,1.1353513619920343,2.7155659508542986,4.344397558530533,5.431294959605084,6.000327918718528,6.265432817113356,6.364710448035587,2.1305784966688788,0.18765828848650984,0.00029079403303759976,6.331981562088368,1.9551536047601337,3.9709695662367754,0.4308735692974786,2.091356879238215,4.212724729693498,0.34855947987303576,0.6971189597460715,0.5367815990044752,15.685176594286611,2.091356879238215,4.212724729693498,0.34855947987303576,-0.6971189597460715,-0.5367815990044752,15.685176594286611,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
