,site Number,site AtomicWeight,site Row,site Column,site Electronegativity,site CovalentRadius,AGNI eta=8.00e-01,AGNI eta=1.23e+00,AGNI eta=1.88e+00,AGNI eta=2.89e+00,AGNI eta=4.43e+00,AGNI eta=6.80e+00,AGNI eta=1.04e+01,AGNI eta=1.60e+01,G2_0.05,G2_4.0,G2_20.0,G2_80.0,G4_0.005_1.0_1.0,G4_0.005_1.0_-1.0,G4_0.005_4.0_1.0,G4_0.005_4.0_-1.0,local difference in Number,local difference in AtomicWeight,local difference in Row,local difference in Column,local difference in Electronegativity,local difference in CovalentRadius,local signed difference in Number,local signed difference in AtomicWeight,local signed difference in Row,local signed difference in Column,local signed difference in Electronegativity,local signed difference in CovalentRadius,maximum local difference in Number,maximum local difference in AtomicWeight,maximum local difference in Row,maximum local difference in Column,maximum local difference in Electronegativity,maximum local difference in CovalentRadius,minimum local difference in Number,minimum local difference in AtomicWeight,minimum local difference in Row,minimum local difference in Column,minimum local difference in Electronegativity,minimum local difference in CovalentRadius
cifs/AFI_47,8.0,15.9994,2.0,16.0,3.44,66.0,0.024303058176386977,0.28806910285935483,1.1373350629484806,2.604080544080332,4.0298321846244525,4.954101094348012,5.4321611457872745,5.653772077967452,5.736596771270169,2.073895274865254,0.19267817027191583,0.00031709669048700677,5.784344028551755,1.834970494367116,3.6596137867793304,0.4860144527987055,1.4486155369999312,2.9180187069558117,0.24143592283332188,0.48287184566664376,0.37181132116331567,10.864616527499484,1.4486155369999312,2.9180187069558117,0.24143592283332188,-0.48287184566664376,-0.37181132116331567,10.864616527499484,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_48,8.0,15.9994,2.0,16.0,3.44,66.0,0.024750535987683026,0.289361583584538,1.1052659858494436,2.423194003100676,3.675972250179361,4.49156717453833,4.915996077133775,5.113430884002875,5.187335600311039,1.9539099440563585,0.19417967153230292,0.00032886769822974534,5.032662198234369,1.5591126124419206,3.2589947331862206,0.43665520775032274,1.1826312506409924,2.382233259728683,0.19710520844016538,0.39421041688033076,0.30354202099785466,8.869734379807442,1.1826312506409924,2.382233259728683,0.19710520844016538,-0.39421041688033076,-0.30354202099785466,8.869734379807442,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_49,8.0,15.9994,2.0,16.0,3.44,66.0,0.024600340499582103,0.28871564941830063,1.1033401598109618,2.41337803799782,3.6565475420454723,4.466247999482858,4.887829160428186,5.083994542789635,5.157433183869636,1.947455793225916,0.19361837984988262,0.0003248965850306079,5.005209452446093,1.5583685973407415,3.229281857114587,0.42165306045406165,1.23201067345212,2.4817007000682776,0.20533511224202,0.41067022448404,0.3162160728527108,9.240080050890901,1.23201067345212,2.4817007000682776,0.20533511224202,-0.41067022448404,-0.3162160728527108,9.240080050890901,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_50,8.0,15.9994,2.0,16.0,3.44,66.0,0.0256244667635383,0.2943247478142477,1.1137546173753483,2.419095330591871,3.6480994178285853,4.445670936032024,4.860396080918107,5.0532807277769995,5.125478693440823,1.9563344057537135,0.19801869709973619,0.0003522087825654328,4.832878319019507,1.4658457555608349,3.2043289717059236,0.5064132567835675,1.2435135416512033,2.504871502625101,0.20725225694186722,0.41450451388373444,0.3191684756904755,9.326351562384025,1.2435135416512033,2.504871502625101,0.20725225694186722,-0.41450451388373444,-0.3191684756904755,9.326351562384025,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_51,8.0,15.9994,2.0,16.0,3.44,66.0,0.024759240796122028,0.2894054262877182,1.1052937615140468,2.4230233511015795,3.675586847916993,4.491063240204497,4.9154388799393045,5.112850877720403,5.186747372675801,1.953820946698343,0.19421542083671936,0.0003290986518795165,5.030363160841112,1.5579778863079843,3.2586255779561517,0.43752471316159625,1.183583759918857,2.38415194679255,0.19726395998647617,0.39452791997295233,0.3037864983791733,8.876878199391427,1.183583759918857,2.38415194679255,0.19726395998647617,-0.39452791997295233,-0.3037864983791733,8.876878199391427,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_52,8.0,15.9994,2.0,16.0,3.44,66.0,0.024579889420802404,0.28856980148545575,1.1028122445807649,2.412299319469087,3.655030715524057,4.464490681302529,4.8859599818791155,5.08207629205455,5.155497036198212,1.946562732829961,0.19351566121991337,0.0003243653837372516,5.001253873246806,1.5563934197272005,3.2277402253394345,0.42157967023114173,1.23287199575,2.483435704639013,0.2054786659583334,0.4109573319166668,0.31643714557583336,9.246539968125003,1.23287199575,2.483435704639013,0.2054786659583334,-0.4109573319166668,-0.31643714557583336,9.246539968125003,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_53,8.0,15.9994,2.0,16.0,3.44,66.0,0.0256261538940184,0.2943241691190045,1.1136852268925457,2.4189107719172993,3.647888605234667,4.445498163596609,4.860259645457375,5.053164850512298,5.125371090586338,1.9561838578546005,0.19802153708024642,0.00035225795813273214,4.832841542752866,1.4658566431396771,3.2042455375832075,0.5062097021068033,1.2435292622362064,2.5049031693855026,0.20725487703936776,0.4145097540787355,0.31917251064062635,9.326469466771549,1.2435292622362064,2.5049031693855026,0.20725487703936776,-0.4145097540787355,-0.31917251064062635,9.326469466771549,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_54,8.0,15.9994,2.0,16.0,3.44,66.0,0.024759240796122167,0.2894054264721324,1.105293823290712,2.423024021350504,3.6755886443662518,4.491065954559875,4.915442110687247,5.112854355822945,5.18675094441032,1.9538213210181,0.1942154208590778,0.0003290986518795171,5.030372400545547,1.5579786118110939,3.258633495671786,0.4375247409826801,1.1835837599188572,2.3841519467925503,0.19726395998647622,0.39452791997295245,0.3037864983791734,8.87687819939143,1.1835837599188572,2.3841519467925503,0.19726395998647622,-0.39452791997295245,-0.3037864983791734,8.87687819939143,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_55,8.0,15.9994,2.0,16.0,3.44,66.0,0.024581792893237954,0.28857925476265345,1.1028257605926124,2.4123145357591333,3.6550483650876116,4.464510028796414,4.885980164912167,5.082096844915678,5.155517723950606,1.946577252143713,0.19352342069691825,0.00032441517946965565,5.001299499840222,1.5564201912474205,3.2277702376015442,0.42159171611814783,1.2328818510034296,2.4834555565687584,0.20548030850057158,0.41096061700114317,0.31643967509088033,9.246613882525722,1.2328818510034296,2.4834555565687584,0.20548030850057158,-0.41096061700114317,-0.31643967509088033,9.246613882525722,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_56,8.0,15.9994,2.0,16.0,3.44,66.0,0.02562971583705041,0.2943418282436084,1.113712567910643,2.4189445023365344,3.647929403849442,4.445543832231578,4.860307823787719,5.053214180138242,5.125420847881992,1.9562152526448016,0.19803594702180763,0.000352354915706421,4.832953827707528,1.465907711554743,3.204330846575577,0.5062398111200541,1.2435501388969248,2.5049452222870205,0.20725835648282082,0.41451671296564163,0.3191778689835441,9.326626041726938,1.2435501388969248,2.5049452222870205,0.20725835648282082,-0.41451671296564163,-0.3191778689835441,9.326626041726938,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_57,8.0,15.9994,2.0,16.0,3.44,66.0,0.024750537472318947,0.28936194026373835,1.105268716886841,2.4232002851726,3.6759821515381366,4.491579768213138,4.916010181236685,5.113445715228037,5.187350707607688,1.9539149803889375,0.19417983383363224,0.0003288676982635693,5.032689183127415,1.55912038254299,3.2590124668875435,0.4366576658748129,1.1826286715552192,2.3822280645472564,0.19710477859253653,0.39420955718507306,0.3035413590325063,8.869715036664145,1.1826286715552192,2.3822280645472564,0.19710477859253653,-0.39420955718507306,-0.3035413590325063,8.869715036664145,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_58,8.0,15.9994,2.0,16.0,3.44,66.0,0.024598796032171702,0.28870798497536826,1.10332907177859,2.413365068975377,3.656532194802403,4.466231087227995,4.887811491252332,5.083976540241331,5.157415059902542,1.9474435738896199,0.19361208868123997,0.00032485611132212333,5.005172917665794,1.5583449352298773,3.2292610561387405,0.42164575272419796,1.2319985847611246,2.481676349213571,0.20533309746018744,0.41066619492037487,0.31621297008868865,9.239989385708434,1.2319985847611246,2.481676349213571,0.20533309746018744,-0.41066619492037487,-0.31621297008868865,9.239989385708434,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_59,8.0,15.9994,2.0,16.0,3.44,66.0,0.025624466763538006,0.2943247476271292,1.1137545756688851,2.4190949800455317,3.6480986229627423,4.4456698453032635,4.860394843776944,5.053279425069713,5.125477366651169,1.9563341947202386,0.19801869707405492,0.00035220878256543353,4.832873408928008,1.4658454208352607,3.2043246292742285,0.5064132450340504,1.2435135416512024,2.5048715026251,0.20725225694186708,0.41450451388373416,0.3191684756904753,9.32635156238402,1.2435135416512024,2.5048715026251,0.20725225694186708,-0.41450451388373416,-0.3191684756904753,9.32635156238402,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_60,8.0,15.9994,2.0,16.0,3.44,66.0,0.023166028495014767,0.28059772942742034,1.1224996973844923,2.6558263587196094,4.239189065243893,5.304135412818698,5.864760747055526,6.126683382539872,6.224889334463607,2.0892408808986542,0.1872052788954304,0.0002885212622681261,6.15435045116624,1.890490295964482,3.8603641089098657,0.4142242839725705,1.9795878221561793,3.9875827295603,0.3299313036926966,0.6598626073853932,0.5080942076867528,14.846908666171347,1.9795878221561793,3.9875827295603,0.3299313036926966,-0.6598626073853932,-0.5080942076867528,14.846908666171347,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_61,8.0,15.9994,2.0,16.0,3.44,66.0,0.023448260617954915,0.2826160622102851,1.1461499950086285,2.7727843551923597,4.462443558288397,5.589882483213962,6.17940528095667,6.453832265563966,6.556561418948632,2.1678969641867054,0.18857851999213623,0.00029552643183894427,6.659754568375447,2.0547341471920606,4.156224917358947,0.45579472789081255,2.147815973442573,4.326453106104046,0.35796932890709543,0.7159386578141909,0.551272766516927,16.108619800819298,2.147815973442573,4.326453106104046,0.35796932890709543,-0.7159386578141909,-0.551272766516927,16.108619800819298,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_62,8.0,15.9994,2.0,16.0,3.44,66.0,0.02326086700334566,0.28134745144389167,1.1353736370979637,2.7155861160004693,4.344414173116943,5.431309011854637,6.000340567888348,6.265444797131065,6.364722174859463,2.1305997824834435,0.18767126600584097,0.00029087163820803877,6.332013675269186,1.955193542567598,3.9709898390165512,0.43090289094273454,2.0914334332572877,4.212878936281817,0.3485722388762146,0.6971444777524292,0.5368012478693704,15.685750749429655,2.0914334332572877,4.212878936281817,0.3485722388762146,-0.6971444777524292,-0.5368012478693704,15.685750749429655,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_63,8.0,15.9994,2.0,16.0,3.44,66.0,0.023168285841940004,0.28062045765531934,1.1224888546555478,2.6554514025838873,4.238362216295032,5.30300747643579,5.863476937888542,6.125327369744154,6.223506347075494,2.089019530934068,0.1872204073852104,0.0002885745199773552,6.152292401433173,1.8901621364792653,3.858874754652385,0.4140269122330111,1.9791272392496484,3.9866549543825296,0.3298545398749414,0.6597090797498828,0.5079759914074098,14.843454294372362,1.9791272392496484,3.9866549543825296,0.3298545398749414,-0.6597090797498828,-0.5079759914074098,14.843454294372362,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_64,8.0,15.9994,2.0,16.0,3.44,66.0,0.023454690552050014,0.2826771981121911,1.146419007044439,2.773134321253809,4.462657588436562,5.5899601642401295,6.179405159106058,6.453795008097175,6.556510145387689,2.1682543459347574,0.1886176071470002,0.0002956813318049854,6.659174282376706,2.0555458814022995,4.155165605307422,0.45586471111080507,2.1469142777030927,4.324636775291226,0.3578190462838488,0.7156380925676976,0.5510413312771273,16.1018570827732,2.1469142777030927,4.324636775291226,0.3578190462838488,-0.7156380925676976,-0.5510413312771273,16.1018570827732,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_65,8.0,15.9994,2.0,16.0,3.44,66.0,0.023244048670866737,0.28124961877056853,1.1350306742544964,2.714600781331645,4.342800700449752,5.429338348632502,5.99820365511782,6.263235179830366,6.362486093587014,2.129858582777204,0.18759626032540508,0.00029045788843031547,6.328311244726625,1.953869520422239,3.9690984561627185,0.43084815863647263,2.0907203747554295,4.2114425868886,0.3484533957925717,0.6969067915851433,0.5366182295205604,15.680402810665726,2.0907203747554295,4.2114425868886,0.3484533957925717,-0.6969067915851433,-0.5366182295205604,15.680402810665726,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_66,8.0,15.9994,2.0,16.0,3.44,66.0,0.02316878476993641,0.2806234574829493,1.1224971982926928,2.6554690752200645,4.2383887037672805,5.303039337387067,5.863511462473296,6.125363102412981,6.223542526953478,2.0890338174848915,0.1872226873168435,0.00028858677284291333,6.152393036708624,1.8901891462721867,3.858942272895891,0.4140234009877852,1.9791365244243442,3.986673657974177,0.3298560874040573,0.6597121748081146,0.5079783746022483,14.843523933182578,1.9791365244243442,3.986673657974177,0.3298560874040573,-0.6597121748081146,-0.5079783746022483,14.843523933182578,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_67,8.0,15.9994,2.0,16.0,3.44,66.0,0.023457699838370413,0.2826924438144356,1.1464404079017751,2.7731542812358696,4.462675367374968,5.589976582601573,6.179420883870691,6.453810411923849,6.556525429231287,2.1682750860485256,0.18863008495078382,0.0002957572319830804,6.659216292063324,2.055585493170244,4.155193501216094,0.45589361972955517,2.1469685233152562,4.3247460449400865,0.35782808721920933,0.7156561744384187,0.5510552543175824,16.10226392486442,2.1469685233152562,4.3247460449400865,0.35782808721920933,-0.7156561744384187,-0.5510552543175824,16.10226392486442,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_68,8.0,15.9994,2.0,16.0,3.44,66.0,0.023244183029874244,0.2812503306570016,1.135033096024942,2.714609020853911,4.342815488003177,5.42935734247588,5.9982247821248045,6.263257284686323,6.362508562082469,2.129864497486607,0.18759682831871444,0.0002904611982173167,6.3283654543860814,1.9538842193523762,3.969128872942141,0.4308383285549532,2.090701843055787,4.2114052575594245,0.3484503071759645,0.696900614351929,0.5366134730509854,15.680263822918404,2.090701843055787,4.2114052575594245,0.3484503071759645,-0.696900614351929,-0.5366134730509854,15.680263822918404,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_69,8.0,15.9994,2.0,16.0,3.44,66.0,0.023166029669909907,0.2805981111798764,1.1225029472742964,2.6558332607197053,4.239198540873957,5.3041465450236975,5.864772791139539,6.126695866681737,6.224901986161372,2.089246663640658,0.18720544481144638,0.0002885212622836088,6.154382412860162,1.8905037371177147,3.860380373333659,0.4142258704402864,1.979566587535335,3.987539955601802,0.32992776458922246,0.6598555291784449,0.5080887574674027,14.846749406515013,1.979566587535335,3.987539955601802,0.32992776458922246,-0.6598555291784449,-0.5080887574674027,14.846749406515013,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_70,8.0,15.9994,2.0,16.0,3.44,66.0,0.023448260617939667,0.2826160629665394,1.1461501343042353,2.7727851979535267,4.462444906979508,5.589883847098735,6.179406536709593,6.453833443328245,6.556562562995843,2.167897533282825,0.18857852008160578,0.0002955264318389432,6.659759126617935,2.0547358878993878,4.1562272274865935,0.45579488756656894,2.147818360776532,4.326457915030208,0.3579697267960887,0.7159394535921774,0.5512733792659765,16.10863770582399,2.147818360776532,4.326457915030208,0.3579697267960887,-0.7159394535921774,-0.5512733792659765,16.10863770582399,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/AFI_71,8.0,15.9994,2.0,16.0,3.44,66.0,0.02325775412204469,0.281331580046561,1.1353513619920335,2.7155659508542986,4.344397558530533,5.431294959605084,6.000327918718529,6.265432817113355,6.364710448035586,2.130578496668878,0.1876582884865093,0.0002907940330375968,6.331981562088368,1.9551536047601346,3.970969566236774,0.4308735692974779,2.091356879238215,4.212724729693499,0.34855947987303587,0.6971189597460717,0.5367815990044753,15.685176594286617,2.091356879238215,4.212724729693499,0.34855947987303587,-0.6971189597460717,-0.5367815990044753,15.685176594286617,6.0,12.0861,1.0,0.0,0.0,45.0,0.0,0.0,0.0,-2.0,-1.54,0.0
cifs/16050N2_0,28.0,58.6934,4.0,10.0,1.91,124.0,0.00799257073020888,0.23234967609657503,1.2666390533618634,3.4905428687824505,6.019390293187608,7.790621305138677,8.737680095887091,9.18286011712154,9.35017540759818,2.633614375500177,0.13706668351454043,2.0341722454895435e-05,12.123489055477743,3.2869801591274723,7.863166380397806,0.46885613988053654,21.103481949643808,44.89324997148904,2.0,4.89651805035619,1.0792938446745333,52.482590251780934,-21.103481949643808,-44.89324997148904,-2.0,4.89651805035619,1.0792938446745333,-52.482590251780934,-21.0,-44.686699999999995,-2.0,5.0,1.1300000000000001,-48.0,-22.0,-46.6827,-2.0,4.0,0.6399999999999999,-53.0
cifs/16050N2_1,28.0,58.6934,4.0,10.0,1.91,124.0,0.008584228743183835,0.24196981426529343,1.293226678713201,3.5307400139845715,6.065308205303192,7.837827370531261,8.785010869295787,9.230144587450193,9.3974270954519,2.6700774155545894,0.14358893718374718,2.2488423083372022e-05,12.311900841228958,3.3779831365661974,7.965163011772652,0.4949481161878133,21.097648568473787,44.881606542673666,2.0,4.902351431526217,1.0821522014478466,52.51175715763109,-21.097648568473787,-44.881606542673666,-2.0,4.902351431526217,1.0821522014478466,-52.51175715763109,-21.0,-44.686699999999995,-2.0,5.0,1.1300000000000001,-48.0,-22.0,-46.6827,-2.0,4.0,0.6399999999999999,-53.0
cifs/16050N2_2,5.0,10.811,2.0,13.0,2.04,84.0,0.10974279139724603,0.7295233467372756,2.116966054782332,4.256776593359482,6.451793028258002,7.952427601133942,8.749854416521398,9.123984984379016,9.264505557689636,3.4771307413416417,0.5341364978895022,0.0042449124128346085,13.349047910885373,5.835270447761423,7.864452601970272,1.6220349390176612,2.3899942650779264,4.093287687853008,0.0461653987081676,2.759317454743267,1.0639851894776935,16.334933286634662,2.020671075412586,3.188163340932829,-0.0461653987081676,1.6513478857472452,1.0639851894776935,-16.334933286634662,3.0,5.1884,0.0,3.0,1.4,-8.0,-4.0,-9.80306,-1.0,-12.0,0.16000000000000014,-53.0
cifs/16050N2_3,5.0,10.811,2.0,13.0,2.04,84.0,0.1112848981497642,0.7346160117847997,2.12957202564301,4.286779581117228,6.495303444042486,8.001195327412125,8.80023920848594,9.174874481396273,9.315544897872568,3.500836001440481,0.5383814293846915,0.0043548893945103235,13.548834668312717,5.931781493901957,7.9556518826071345,1.6426300527355495,2.413943453217509,4.140267828524023,0.04586449792344187,2.780859436605044,1.075300431660129,16.4456522037908,2.047027469829974,3.24104297849727,-0.04586449792344187,1.6801114864424391,1.075300431660129,-16.4456522037908,3.0,5.1884,0.0,3.0,1.4,-8.0,-4.0,-9.80306,-1.0,-12.0,0.16000000000000014,-53.0
cifs/16050N2_4,5.0,10.811,2.0,13.0,2.04,84.0,0.09560594957721139,0.6687054596121124,1.9277635006847018,3.728692029365218,5.4771940651227675,6.649481025229743,7.268827877288614,7.558872603032231,7.667742342423769,3.0886595695863983,0.48693303358368345,0.003411828629193634,10.032515698321717,4.34005811277895,6.109260336154536,1.2934377200988925,2.5524789790180322,4.572967884186335,0.10536324319690102,3.39538492459324,1.0232345233112436,18.91952799568938,1.7095730334428243,2.5072034944787105,-0.10536324319690102,0.8666670878676166,1.0232345233112436,-18.91952799568938,3.0,5.1884,0.0,3.0,1.4,0.0,-4.0,-9.80306,-1.0,-12.0,0.0,-53.0
cifs/16050N2_5,5.0,10.811,2.0,13.0,2.04,84.0,0.09508082103724977,0.6673628264133614,1.9284941121196015,3.738724759622394,5.4992313213586375,6.680301129855647,7.3044881188771855,7.596846981901993,7.706593232352538,3.0948304809829867,0.48567746038369664,0.0033700548599467734,10.086102668152453,4.362216333786896,6.139290278818071,1.2961315463650989,2.5272980316373963,4.545838491795519,0.11411813461966346,3.440243108594704,0.9972647646272245,19.05570484520993,1.6143529546800888,2.308424650266243,-0.11411813461966346,0.7014078777227811,0.9972647646272245,-19.05570484520993,3.0,5.1884,0.0,3.0,1.4,0.0,-4.0,-9.80306,-1.0,-12.0,0.0,-53.0
cifs/16050N2_6,5.0,10.811,2.0,13.0,2.04,84.0,0.10914266975248459,0.726435057025862,2.112481614709254,4.2637430897445725,6.470453804105267,7.976094246217057,8.775176675490567,9.149858896404789,9.290550960835064,3.4792354759717514,0.5318395035234155,0.00420242552442702,13.439558196911667,5.858482033940308,7.899911707073796,1.6129961245594386,2.4159151477948635,4.145739755810283,0.046451551601822905,2.7875275606094467,1.0752272570784391,16.473122287029007,2.0443027349802803,3.23500506091875,-0.046451551601822905,1.6726903221656972,1.0752272570784391,-16.473122287029007,3.0,5.1884,0.0,3.0,1.4,-8.0,-4.0,-9.80306,-1.0,-12.0,0.16000000000000014,-53.0
cifs/16050N2_7,5.0,10.811,2.0,13.0,2.04,84.0,0.10974598067446617,0.7278998894449017,2.109178811435703,4.241797126876162,6.433049152247239,7.932725290320325,8.730069478555267,9.104251433310537,9.244805347865269,3.4643284235827916,0.5332324826906509,0.004253694934847138,13.264518605336155,5.7892104936704,7.822191697408548,1.6085075071905721,2.3923707261166878,4.097892280968221,0.046112490100558456,2.761270646921155,1.0652337291755158,16.345228333600193,2.0234708053122197,3.193805266557859,-0.046112490100558456,1.6545708845077522,1.0652337291755158,-16.345228333600193,3.0,5.1884,0.0,3.0,1.4,-8.0,-4.0,-9.80306,-1.0,-12.0,0.16000000000000014,-53.0
cifs/16050N2_8,5.0,10.811,2.0,13.0,2.04,84.0,0.09623310147817007,0.6723423518052755,1.9387882838580406,3.752006559608987,5.514634635062366,6.697477119260147,7.322721529154669,7.615600851717572,7.725546288497682,3.1073371353237405,0.4896025802993211,0.0034396665083390537,10.150523856484101,4.399037159377501,6.174619949145247,1.3114853012243308,2.5231340951067036,4.533045138440069,0.11245913041096653,3.422807138394436,0.9982188420590887,18.98565074843564,1.6234610518189714,2.32815793250701,-0.11245913041096653,0.7237880085312391,0.9982188420590887,-18.98565074843564,3.0,5.1884,0.0,3.0,1.4,0.0,-4.0,-9.80306,-1.0,-12.0,0.0,-53.0
cifs/16050N2_9,5.0,10.811,2.0,13.0,2.04,84.0,0.09663815154533235,0.6736502664995078,1.9403070743698123,3.7497752443716124,5.504626153092268,6.680644361789062,7.301848069413056,7.5927390937038455,7.701922882229683,3.1070295764149467,0.49075113594169467,0.0034600958192262388,10.135797561409628,4.39889851663004,6.166760265451929,1.3143468087906496,2.545428140653225,4.55580991635003,0.10412337994437224,3.3784151802082025,1.0221735796000408,18.846501434626045,1.712441101098247,2.5143544343550746,-0.10412337994437224,0.8794540615432689,1.0221735796000408,-18.846501434626045,3.0,5.1884,0.0,3.0,1.4,0.0,-4.0,-9.80306,-1.0,-12.0,0.0,-53.0
cifs/16050N2_10,1.0,1.00794,1.0,1.0,2.2,31.0,0.14006243760823553,0.47524039242858596,1.2048269572750474,2.4436835031849378,3.7458558292840665,4.643490568516223,5.122508526992095,5.347711315445059,5.432370454150773,1.9861317488902581,0.37957323571077317,0.019965128424469923,7.162519661748567,1.4913527529763824,4.81782360968593,0.09495473605493387,0.12213618439818498,0.2655328678287549,0.02006349320470157,0.2826441300357976,0.01713745567475653,0.7985389361779458,0.12213618439818498,0.2655328678287549,0.02006349320470157,0.2826441300357976,0.01662808673184872,0.7985389361779458,7.0,14.99146,1.0,15.0,1.2399999999999998,53.0,0.0,0.0,0.0,0.0,-0.16000000000000014,0.0
cifs/16050N2_11,1.0,1.00794,1.0,1.0,2.2,31.0,0.14066548161077144,0.47615350320326805,1.2100935338754912,2.4775105154686643,3.831807620522007,4.773084765141612,5.27707513207451,5.514336924911498,5.603576398222898,2.006404009997,0.3803943666849697,0.02013854105146985,7.344753319101626,1.543381658067906,4.928285916752354,0.09958351294443525,0.3301512954484212,0.7194420382276848,0.0556157581210444,0.7750773604167763,0.04381367106823127,2.256180603826791,0.3301512954484212,0.7194420382276848,0.0556157581210444,0.7750773604167763,0.04233804305801375,2.256180603826791,7.0,14.99146,1.0,15.0,1.2399999999999998,53.0,0.0,0.0,0.0,0.0,-0.16000000000000014,0.0
cifs/16050N2_12,1.0,1.00794,1.0,1.0,2.2,31.0,0.14078848887401926,0.47486943876370136,1.2017700433006608,2.4707776160024517,3.8291673186081923,4.770199280531868,5.27283857482942,5.50917541794483,5.598020136927656,1.9979507844357438,0.37988940687742395,0.020176932256625837,7.399744465159924,1.5248172061479726,4.99461213461746,0.0972958512252971,0.43433444940294613,0.9480226107736103,0.07923643723640175,1.0682259472941606,0.04474713802133262,3.3753092754778056,0.43433444940294613,0.9480226107736103,0.07923643723640175,1.0682259472941606,0.04470117365392874,3.3753092754778056,7.0,14.99146,1.0,15.0,1.2399999999999998,53.0,0.0,0.0,0.0,0.0,-0.16000000000000014,0.0
cifs/16050N2_13,1.0,1.00794,1.0,1.0,2.2,31.0,0.14098978323761033,0.47523402780287183,1.2016289467618755,2.4656493511856015,3.812176298984137,4.741293061262936,5.236467111639196,5.469048387318619,5.556442176696811,1.9953498397202118,0.38021673320950855,0.020233705942265565,7.364311115864463,1.5108205243314419,4.9796179554807285,0.09698627168638914,0.7600880046974858,1.6516698377275023,0.1291549000614081,1.7933272051887506,0.09691714569454962,5.25032558339124,0.7600880046974858,1.6516698377275023,0.1291549000614081,1.7933272051887506,0.09585873475267204,5.25032558339124,7.0,14.99146,1.0,15.0,1.2399999999999998,53.0,0.0,0.0,0.0,0.0,-0.16000000000000014,0.0
cifs/16050N2_14,1.0,1.00794,1.0,1.0,2.2,31.0,0.14504438596366112,0.4962231683818068,1.3638204823371898,3.0295956063213763,4.880697660650197,6.178450698983343,6.874411121082364,7.202133780300599,7.3254024689075,2.39734156700756,0.39312639158643764,0.02134192470399624,10.276827391179072,2.5744889564708533,6.57760237619846,0.21019124653969076,2.6953334397839317,5.8396156065387075,0.442416848558202,6.234668228249549,0.37307775189548337,17.522784760672348,2.6953334397839317,5.8396156065387075,0.442416848558202,6.234668228249549,0.3698486787735772,17.522784760672348,7.0,14.99146,1.0,15.0,1.2399999999999998,53.0,0.0,0.0,0.0,0.0,-0.16000000000000014,0.0
