,site Number,site AtomicWeight,site Row,site Column,site Electronegativity,site CovalentRadius,AGNI eta=8.00e-01,AGNI eta=1.23e+00,AGNI eta=1.88e+00,AGNI eta=2.89e+00,AGNI eta=4.43e+00,AGNI eta=6.80e+00,AGNI eta=1.04e+01,AGNI eta=1.60e+01,G2_0.05,G2_4.0,G2_20.0,G2_80.0,G4_0.005_1.0_1.0,G4_0.005_1.0_-1.0,G4_0.005_4.0_1.0,G4_0.005_4.0_-1.0,local difference in Number,local difference in AtomicWeight,local difference in Row,local difference in Column,local difference in Electronegativity,local difference in CovalentRadius,local signed difference in Number,local signed difference in AtomicWeight,local signed difference in Row,local signed difference in Column,local signed difference in Electronegativity,local signed difference in CovalentRadius,maximum local difference in Number,maximum local difference in AtomicWeight,maximum local difference in Row,maximum local difference in Column,maximum local difference in Electronegativity,maximum local difference in CovalentRadius,minimum local difference in Number,minimum local difference in AtomicWeight,minimum local difference in Row,minimum local difference in Column,minimum local difference in Electronegativity,minimum local difference in CovalentRadius
cifs/18150N2_105,7.0,14.0067,2.0,15.0,3.04,71.0,0.14012434731299409,0.6196259684336697,1.5854490741095648,3.387078044108056,5.426429429849017,6.857597079366409,7.6232425591753135,7.983179929344175,8.118459005328006,2.696849113083815,0.4843444656720313,0.011067078765605006,9.602934445670321,3.3448965323867967,6.535191976702706,1.2946581334706002,2.293426144507737,4.80952671798459,0.1851234120942198,2.303177105114944,0.48552638338119647,10.651748984215258,-0.38635459709819875,-0.7298990747731713,-0.0012188700759009456,-1.867341893851957,-0.4362473874484585,2.857927061278681,10.0,21.4463,1.0,2.0,0.3999999999999999,31.0,-6.0,-12.99876,-1.0,-14.0,-0.8399999999999999,-40.0
cifs/18150N2_106,17.0,35.453,3.0,17.0,3.16,102.0,0.007340099987693178,0.113925106333172,0.5451336689618954,1.5391233895051488,2.7369494039868356,3.602871177984801,4.072821834867792,4.295193476819575,4.378997061696195,1.1474428638228553,0.07302186391182246,5.8492495136800804e-05,4.055399446124421,0.6260387200692821,2.914002884325148,0.02219954059337729,8.449001923787945,18.165311300779255,0.9963522508974808,6.692409354617297,0.4693429508492595,34.18724271512492,-8.449001923787945,-18.165311300779255,-0.9963522508974808,-6.692409354617297,-0.4253932836103553,-34.18724271512492,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_107,17.0,35.453,3.0,17.0,3.16,102.0,0.007034530442095947,0.11260996259154248,0.5599709032675887,1.570775824189417,2.734935209029622,3.5549184787606256,3.9948365506317676,4.201983455881181,4.279895896690642,1.178635424452937,0.07162708313719222,5.3765956944922925e-05,4.444777434878707,0.7554361470576088,3.084446262385402,0.024216944537764493,3.8634163388374447,8.318719926188724,0.43730750908584987,1.8573295874206273,0.17221494820713923,15.078819883393498,-3.8634163388374447,-8.318719926188724,-0.43730750908584987,-1.8573295874206273,-0.06926256296885995,-15.078819883393498,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_108,17.0,35.453,3.0,17.0,3.16,102.0,0.008428444386934146,0.12182795706598627,0.5425137546678722,1.3762536705343964,2.2894707501057194,2.925213209330044,3.2654449833917796,3.4255599952451052,3.4857735165189707,1.0612279119354584,0.07894209303762072,7.687000523565867e-05,3.3912224933359503,0.5011888670840764,2.453003607774416,0.0124821080107512,5.037156848445496,10.829954616798593,0.5718880435455697,3.0377340183916925,0.24736923418813622,19.36636624112503,-5.037156848445496,-10.829954616798593,-0.5718880435455697,-3.0377340183916925,-0.17727397191560604,-19.36636624112503,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_109,17.0,35.453,3.0,17.0,3.16,102.0,0.007385805116911597,0.11382790152492878,0.5208514636970221,1.3643298773039758,2.3254643269948403,3.009418368418076,3.379228867919953,3.554052785523704,3.619920229682316,1.0408051049156817,0.07314892150365983,5.9219459657037025e-05,3.404764695776442,0.4833807577176324,2.494347761561248,0.01270742459316574,15.362392876733072,33.06976771593987,1.9149076186897211,15.220451812735863,0.9185378658392477,67.86114530890667,-15.362392876733072,-33.06976771593987,-1.9149076186897211,-15.220451812735863,-0.9167952382373383,-67.86114530890667,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_110,17.0,35.453,3.0,17.0,3.16,102.0,0.007329486772290745,0.11333011459313264,0.520609746464803,1.3531201567602236,2.265572854447273,2.8952355841627475,3.2302293781277482,3.3874214502178392,3.4464621713398933,1.037256651095595,0.0727978416777838,5.833452359932548e-05,3.469816264016493,0.5115781893502109,2.507868443857313,0.012350399400787873,4.024446230592521,8.654382539847369,0.46697192385091124,2.7982326746980273,0.20602680027682857,15.977170917458654,-4.024446230592521,-8.654382539847369,-0.46697192385091124,-2.7982326746980273,-0.16654909546185168,-15.977170917458654,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_111,17.0,35.453,3.0,17.0,3.16,102.0,0.0073708744432388,0.11453030381434287,0.5368094034198424,1.4581929192373624,2.5498344076501636,3.3405604694875213,3.7711711254292686,3.9753310837644777,4.052340151124268,1.099113175468974,0.07337994280483796,5.895836260001983e-05,3.9298974743970883,0.6095415127071938,2.796589887718454,0.015149036402892209,5.865670846570414,12.665277344340579,0.6536398147832421,1.186677346441217,0.20263444630108177,23.23825981462153,-5.865670846570414,-12.665277344340579,-0.6536398147832421,-1.186677346441217,0.10812946006851867,-23.23825981462153,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_112,17.0,35.453,3.0,17.0,3.16,102.0,0.007594519927247518,0.11540648765523745,0.527781992287725,1.3849004058632137,2.3570203160415297,3.0454233868953273,3.416643717603221,3.5919166462310206,3.657919008958018,1.0563871239683322,0.07429744634509555,6.257675312236889e-05,3.5039290984987126,0.5056067049770808,2.56108839700826,0.014218581879194593,7.016024665697067,15.083077704787739,0.8226188502771737,5.3982783113238595,0.381253344114757,28.13980048607287,-7.016024665697067,-15.083077704787739,-0.8226188502771737,-5.3982783113238595,-0.343188320036075,-28.13980048607287,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_113,17.0,35.453,3.0,17.0,3.16,102.0,0.006869472024450724,0.11060410259955324,0.5173629410850011,1.345724907867874,2.252002461043342,2.8777672493523685,3.210879533711886,3.367236105136019,3.425970772332731,1.0318557384080211,0.0705347607869058,5.128713884973428e-05,3.4523133455148503,0.5071262408260735,2.492979384058199,0.011771706595546928,3.790993208602646,8.153454558026702,0.4437926744835403,2.7663816640352668,0.19804414783240165,15.255801317384135,-3.790993208602646,-8.153454558026702,-0.4437926744835403,-2.7663816640352668,-0.16467959806149246,-15.255801317384135,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_114,17.0,35.453,3.0,17.0,3.16,102.0,0.0077911413444179956,0.11763860233872954,0.5423632951727866,1.4184552079645314,2.399555239941176,3.089703987961173,3.460820017327736,3.6358398948652098,3.7017163747811126,1.0842439963558321,0.07566872060757855,6.579636847853805e-05,3.5421832600504453,0.5478885046128906,2.5470442536055713,0.016381019522230218,1.5324156087520264,3.3073547448602794,0.17296400606135215,0.4538731558364238,0.05755159088787647,6.138202350251431,-1.5324156087520264,-3.3073547448602794,-0.17296400606135215,-0.4538731558364238,0.01337024175170357,-6.138202350251431,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_115,17.0,35.453,3.0,17.0,3.16,102.0,0.007552850256370511,0.11505277816424955,0.5390697051308978,1.502064504594985,2.662698579002146,3.503308120929117,3.959965918614691,4.176138213863072,4.257619215132119,1.1229974863053314,0.07402874174311345,6.19060020755049e-05,3.8885539436402614,0.5865662229395923,2.8065830976951265,0.019089131072227383,10.315625570075408,22.177674572527447,1.2216824875946617,8.423432234555152,0.5803107095294426,41.95978288119009,-10.315625570075408,-22.177674572527447,-1.2216824875946617,-8.423432234555152,-0.5413826789418247,-41.95978288119009,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_116,17.0,35.453,3.0,17.0,3.16,102.0,0.007258646825525415,0.11468731514283494,0.5697560189659888,1.595399038884503,2.771868163987761,3.59825080354744,4.040983784378127,4.249323375960521,4.327663572048806,1.198029339806957,0.0730335194131212,5.71913345765516e-05,4.575209346027488,0.7858651939678516,3.164259672224625,0.025389304155902195,3.8589993892360708,8.308710884179014,0.43695387543245173,1.8782813870830128,0.17271900493308956,15.056764275449982,-3.8589993892360708,-8.308710884179014,-0.43695387543245173,-1.8782813870830128,-0.07217669017742159,-15.056764275449982,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_117,17.0,35.453,3.0,17.0,3.16,102.0,0.007733187151603502,0.11697050368454229,0.5429272439738646,1.4573472960943772,2.5146066589173564,3.2690666048033847,3.6771274663552656,3.8700298162290867,3.942706169145475,1.1038643269401605,0.07525759375046268,6.483984901616323e-05,3.87316902641814,0.6025545168028622,2.7627347435112086,0.015576217618633774,6.194722182886072,13.323944376895842,0.6956431286770833,3.231953183986972,0.29162036019637677,23.584348987432566,-6.194722182886072,-13.323944376895842,-0.6956431286770833,-3.231953183986972,-0.16628145264822042,-23.584348987432566,0.0,0.0,0.0,0.0,0.2799999999999998,0.0,-16.0,-34.445060000000005,-2.0,-16.0,-0.96,-71.0
cifs/18150N2_118,8.0,15.9994,2.0,16.0,3.44,66.0,0.0728203496477784,0.3637380243631649,1.2647731805082747,3.1620273301244066,5.289875383194728,6.774073229889613,7.567049173783753,7.939765329632114,8.079846687608331,2.435389739383095,0.2705785673574207,0.005459516210540327,11.071404616904845,2.9431835076262134,6.9186758475489745,0.23555537195016865,4.758214028491339,10.113324661436069,0.5342039780806916,6.552017484798593,0.8190266883500065,22.39616668526641,-1.9684071141107748,-4.083126018147876,-0.2242254320384068,-6.242038938756308,-0.8190266883500065,-4.148862668902036,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/18150N2_119,8.0,15.9994,2.0,16.0,3.44,66.0,0.07504441131708306,0.3530518688358748,1.1175216051636963,2.64393332319898,4.3303499036480435,5.500102229485763,6.123518468845357,6.4162123698244224,6.526167500189389,2.063731635180543,0.26739194301776925,0.005826228246402954,8.518792380868128,1.916748093099906,5.621634731005109,0.13505927617488442,4.489066086373065,9.555511566885578,0.48685583973517177,4.968859694470791,0.6827675572119314,20.524363057612018,-0.6471313378664598,-1.2511269198246786,-0.05997420101221565,-4.541978055747834,-0.6827675572119314,1.3853116314534608,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/18150N2_120,8.0,15.9994,2.0,16.0,3.44,66.0,0.08296852032698816,0.3671964694693778,1.1039163712804432,2.543711841942204,4.163280282891658,5.310595915503034,5.929553729981778,6.221844927740759,6.3319190477364655,1.9952617435579656,0.28139117851693574,0.0071080623553026025,7.7739835962372315,1.7594845051003474,5.095631262317172,0.126670147688229,5.503784503052219,11.759595085081424,0.6227143348251994,5.710738775568008,0.7244019992444082,24.833119786837827,-0.1321790462056862,-0.1488102056025698,-0.025869284064473506,-5.113893724807282,-0.7244019992444082,2.132693125699277,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/18150N2_121,8.0,15.9994,2.0,16.0,3.44,66.0,0.07444912435966966,0.34056991254775903,1.0591907244201482,2.6333208509702093,4.486141609910326,5.808379775428419,6.521634235649767,6.858227667952944,6.9849370232708745,2.018601810609922,0.26075466578121403,0.005748951323706712,8.09215697697526,1.8650159621475366,5.308985283334256,0.14516834526210173,4.215425714399619,8.932152133582544,0.43937185341627666,5.280505567626245,0.7586465621505143,19.699062649064825,-1.4592938685330834,-2.9747425250548543,-0.13313498165332827,-4.974268695863296,-0.7586465621505143,-0.3386765783713469,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/18150N2_122,8.0,15.9994,2.0,16.0,3.44,66.0,0.07913029460825165,0.3668518053138869,1.117681570983579,2.5397689609255143,4.112971973797505,5.219209350434521,5.8141373621875765,6.094712784548958,6.200319279707119,2.002001911034365,0.2784398088759006,0.006449266042901634,7.897552043559744,1.73670264979855,5.218166087411851,0.11382166612691046,4.609580551174853,9.808331722419274,0.5140660453407663,5.835335496018923,0.747821552228762,21.42409270831561,-1.3619604560575365,-2.7885648021554696,-0.15321936810550887,-5.474488818783667,-0.747821552228762,-1.930896762304022,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/18150N2_123,8.0,15.9994,2.0,16.0,3.44,66.0,0.0761490943610714,0.35234108925893354,1.0529170661768008,2.4331751509612927,4.020526687454451,5.156428608505149,5.771539427080829,6.062435216771336,6.172045054788809,1.902890496107445,0.2687063267656388,0.005992750436344466,7.487586298230705,1.6212935191808024,4.947877315827574,0.10701186446881994,5.4366089071742785,11.60463645678544,0.6056503432200551,5.627746171567091,0.7453009253838595,24.5651327026021,-0.2007852406356976,-0.2873454257437803,-0.023892158049101612,-5.045987986396137,-0.7453009253838595,2.5311451581816193,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/18150N2_124,8.0,15.9994,2.0,16.0,3.44,66.0,0.07009609093853325,0.3569494232714974,1.2163764369659698,2.9553666435578836,4.893743285893311,6.251601449263137,6.979666831084924,7.322509953782492,7.451468664044257,2.293153773453821,0.26506071283553406,0.005060793801331801,9.852460570194955,2.525180637735466,6.1886864584968295,0.18747994613635532,5.200249246266135,11.091339019859852,0.5856193538666966,5.9376767845745,0.7496924996995364,23.780762129228997,-0.7592810420627777,-1.492136902383136,-0.0921784422885458,-5.44423587299635,-0.7496924996995364,0.05783926379551251,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/18150N2_125,8.0,15.9994,2.0,16.0,3.44,66.0,0.07543288428274639,0.3527547851865335,1.0932763961221068,2.558028881957469,4.201488860291896,5.360418481250193,5.984096694025634,6.278290835867778,6.3890312031757,1.9997016219976786,0.26784002871702034,0.005884193242396232,8.173381367000427,1.7730173720777682,5.419377172070824,0.11339389830217804,4.556592985789594,9.688846755692023,0.5002433817873326,5.6568346453017035,0.7484399277598326,21.15075564438054,-1.2921744166547247,-2.6327697471895664,-0.13753020743901379,-5.294121470953385,-0.7484399277598326,-1.1713199785415893,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/18150N2_126,8.0,15.9994,2.0,16.0,3.44,66.0,0.07778577550180689,0.36539397289005604,1.1458706896441058,2.7397589251873233,4.568502404102359,5.867432157372482,6.567752834243559,6.898263032515062,7.022691405069236,2.1260093056949754,0.2767116882628991,0.006224118578748942,8.987946897590628,2.1059366625439533,5.823071042268602,0.15898023633718103,4.750629984365087,10.105518426329816,0.5168588863276938,5.558366842230315,0.7537546174609164,21.8816369159,-1.0076039725142236,-2.0149261125362647,-0.10096710723315351,-5.142475063135774,-0.7537546174609164,0.257727141270346,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/18150N2_127,8.0,15.9994,2.0,16.0,3.44,66.0,0.07532698498392265,0.3439545296619375,1.086958675814261,2.760195572365622,4.73346856093699,6.136180224590891,6.890857930336742,7.24654100015147,7.38036288099338,2.104704673790485,0.26322575589074176,0.005880183810859996,8.955917677102981,2.104887507002347,5.801355504421492,0.15316452567940045,3.672041703060004,7.738379680622343,0.35670683117300145,4.914162705487519,0.7677102033967464,17.453720838886994,-1.8590663502339446,-3.81961331131823,-0.1552651253034393,-4.712720999617956,-0.7677102033967464,-0.46529763778843275,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/18150N2_128,8.0,15.9994,2.0,16.0,3.44,66.0,0.07348788381440247,0.3497122547147822,1.1039001751858304,2.595046951303635,4.243204075668085,5.389427894498267,6.001329962825201,6.288852774890055,6.39690300095119,2.0287723505578517,0.26447818430808007,0.005588071312330015,8.212999676532391,1.8385852337967834,5.424636408884208,0.12792004365858065,4.460710039293621,9.496579829201593,0.4839761593477356,4.897569894971914,0.6732587051059236,20.371391148222337,-0.5963919428020797,-1.1438133267673853,-0.05460748195978648,-4.468201217583965,-0.6732587051059236,1.5209637024590652,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/18150N2_129,8.0,15.9994,2.0,16.0,3.44,66.0,0.0754692713856352,0.3506363750094371,1.046584093157288,2.3464606012642424,3.7739972040567205,4.775718024020654,5.314223674178419,5.568176054220998,5.663761814539467,1.8565903641178492,0.26712158769153704,0.00588968165743791,6.812822063603304,1.4801920088504494,4.523342065789035,0.10188182094705035,6.2218911550961185,13.33293667227751,0.7109211061763322,5.442843058487669,0.6880850305536905,27.472096243344843,1.0528279091753776,2.391449415357154,0.09738101207605626,-4.63454094023528,-0.6880850305536905,5.998192949835186,9.0,19.4536,1.0,1.0,0.0,36.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
cifs/RSM0332_0,28.0,58.6934,4.0,10.0,1.91,124.0,0.005281876538420494,0.19967671588134342,1.3085706437772469,3.7377189520806984,6.336955242659892,8.084508591411879,9.000992120578083,9.428171111105508,9.588166710518673,2.8188240826595004,0.1118313952587277,9.2226173083931e-06,13.943349510180287,4.138440511309359,8.451256467066113,0.47290801289239315,21.938421098279928,46.79494575162879,2.228505579067307,6.346634692393141,1.1104661029248073,64.30328504331185,-21.938421098279928,-46.79494575162879,-2.228505579067307,2.233534269181616,1.1104661029248073,-64.30328504331185,-20.0,-42.693999999999996,-2.0,6.0,1.53,-48.0,-27.0,-57.68546,-3.0,-9.0,0.29000000000000026,-93.0
cifs/RSM0332_1,28.0,58.6934,4.0,10.0,1.91,124.0,0.004505858870780516,0.1863834463584667,1.2803766387085116,3.73655725713771,6.375150912786243,8.14692107891711,9.074949227684261,9.507221217380824,9.669076793259357,2.804522281137424,0.10295325355438854,6.519323986869898e-06,14.079425753823068,4.122821309554922,8.527499377045906,0.44148483441961023,21.877223764909157,46.66399492440403,2.219864446386254,6.321420698953385,1.1213012800775666,64.004392422492,-21.877223764909157,-46.66399492440403,-2.219864446386254,2.3638606640008115,1.1213012800775666,-64.004392422492,-20.0,-42.693999999999996,-2.0,6.0,1.53,-48.0,-27.0,-57.68546,-3.0,-9.0,0.29000000000000026,-93.0
cifs/RSM0332_2,28.0,58.6934,4.0,10.0,1.91,124.0,0.004924598615268818,0.19270072716424147,1.296087127688652,3.739765242650037,6.355537910608953,8.112247526949451,9.032879099263164,9.46184541082812,9.62248726342701,2.8145981765709664,0.107166871004485,8.301311467663634e-06,14.063688246567049,4.138830014406914,8.517458699073064,0.4544498620031535,21.95948454952567,46.84020760204427,2.2316574440023724,6.357089890498054,1.1068839186872017,64.41859833253771,-21.95948454952567,-46.84020760204427,-2.2316574440023724,2.1872558984553527,1.1068839186872017,-64.41859833253771,-20.0,-42.693999999999996,-2.0,6.0,1.53,-48.0,-27.0,-57.68546,-3.0,-9.0,0.29000000000000026,-93.0
cifs/RSM0332_3,28.0,58.6934,4.0,10.0,1.91,124.0,0.004837771615939195,0.19296450563692685,1.2977924345784815,3.7571527951385457,6.394025855006219,8.164071604770132,9.091174796473064,9.52302117307817,9.684718801585108,2.8249655902564803,0.10730643008418901,7.310700553094037e-06,14.105552452888572,4.166889596358037,8.539556166704376,0.4585203964579431,21.829914304235018,46.56153679888442,2.212010252523222,6.290188220997201,1.1278660186597982,63.69114615545044,-21.829914304235018,-46.56153679888442,-2.212010252523222,2.4740036755792123,1.1278660186597982,-63.69114615545044,-20.0,-42.693999999999996,-2.0,6.0,1.53,-48.0,-27.0,-57.68546,-3.0,-9.0,0.29000000000000026,-93.0
cifs/RSM0332_4,1.0,1.00794,1.0,1.0,2.2,31.0,0.17105489796031842,0.5841856427192589,1.8876091254972067,4.510243318946726,7.275901965622168,9.133271921625337,10.10770644752806,10.562025298441219,10.732208587938855,3.5274260265913298,0.4531135254372402,0.02940924349568504,19.643046194672593,6.145375821217258,11.922081491830317,1.0155262358003412,3.3489903969513755,7.318948632418951,0.6173724538345419,8.113066712827067,0.31469090403632544,26.546078347147034,3.3489903969513755,7.318948632418951,0.6173724538345419,8.113066712827067,0.31227557254622135,26.546078347147034,27.0,57.68546,3.0,15.0,1.2399999999999998,93.0,0.0,0.0,0.0,0.0,-0.29000000000000026,0.0
cifs/RSM0332_5,1.0,1.00794,1.0,1.0,2.2,31.0,0.14731019652302385,0.5553812347751433,1.6515802015722363,3.7030589975786623,5.896577287846514,7.400360964885236,8.198725102684485,8.573056110559431,8.713611377220612,2.9350064005413357,0.4287094020976431,0.021385317244635917,12.848215832825069,3.9099303502007503,8.170467889668021,0.9861589904772443,4.869736191114403,10.507771617115232,0.7207869135945952,7.67125268256607,0.38732044180792113,27.377022489180412,4.869736191114403,10.507771617115232,0.7207869135945952,7.67125268256607,0.34637825814037454,27.377022489180412,27.0,57.68546,3.0,15.0,1.2399999999999998,93.0,0.0,0.0,0.0,0.0,-0.29000000000000026,0.0
cifs/RSM0332_6,1.0,1.00794,1.0,1.0,2.2,31.0,0.13194081998886154,0.5417179961969258,2.0041204783242175,4.892042203396511,7.788963378325741,9.675117656842728,10.650305348511658,11.10207517296551,11.270860622658839,3.828416240796713,0.4040873472431015,0.017529878373704462,21.301888395142782,7.309288708736478,12.446223357668867,1.3659130940209339,6.0649677445812005,13.120485980891063,0.9259566540236037,9.534779193106647,0.39897324891577685,36.179773537459134,6.0649677445812005,13.120485980891063,0.9259566540236037,9.534779193106647,0.34459352904613966,36.179773537459134,27.0,57.68546,3.0,15.0,1.2399999999999998,93.0,0.0,0.0,0.0,0.0,-0.29000000000000026,0.0
cifs/RSM0332_7,1.0,1.00794,1.0,1.0,2.2,31.0,0.1383947656614918,0.5156244060036967,1.6824724737533054,4.022636017818127,6.4846973360324185,8.13644449498728,9.00278536011742,9.406690093859464,9.557988302320561,3.146397704783804,0.3966797101365487,0.019385782436773184,16.09870648641628,4.812121810837406,9.828747263312978,0.6284521565921272,3.7708112819405284,8.19834597378696,0.655497448970722,8.899295048268755,0.4364183962860238,27.080263229149715,3.7708112819405284,8.19834597378696,0.655497448970722,8.899295048268755,0.4348234539347433,27.080263229149715,27.0,57.68546,3.0,15.0,1.2399999999999998,93.0,0.0,0.0,0.0,0.0,-0.29000000000000026,0.0
cifs/RSM0332_8,1.0,1.00794,1.0,1.0,2.2,31.0,0.10850844673376767,0.514142532372443,1.5265998283363655,3.2014462509022197,4.963163027148191,6.185880759029662,6.84120307972118,7.1499415323538384,7.266108105906788,2.584585469328193,0.38437416321433904,0.011306638742392993,7.999007838171612,2.931584878074474,4.891418401266168,0.6734530895665356,5.856155473109101,12.592613889748792,0.8445641784111239,10.212376903092641,0.675471422002023,30.86741169350692,5.856155473109101,12.592613889748792,0.8445641784111239,10.212376903092641,0.6423245325154239,30.86741169350692,27.0,57.68546,3.0,15.0,1.2399999999999998,93.0,0.0,0.0,0.0,0.0,-0.29000000000000026,0.0
cifs/RSM0332_9,1.0,1.00794,1.0,1.0,2.2,31.0,0.12360699896572297,0.5113542189188333,1.8029260918587522,4.419031698033979,7.177069670021531,9.027611358288494,9.997904854934013,10.450165864777068,10.619557910343634,3.438391197217251,0.3841826418699467,0.015411040304304492,19.387926445339165,5.885522456317521,11.787683189523147,0.8936884472163583,3.3106240712567137,7.235959386878195,0.6116491974840113,8.060996414386546,0.3129111796827337,26.323532569058187,3.3106240712567137,7.235959386878195,0.6116491974840113,8.060996414386546,0.3109388864134358,26.323532569058187,27.0,57.68546,3.0,15.0,1.2399999999999998,93.0,0.0,0.0,0.0,0.0,-0.29000000000000026,0.0
cifs/RSM0332_10,1.0,1.00794,1.0,1.0,2.2,31.0,0.1405403461909676,0.5501868021035089,1.673918401112606,3.759871719605126,5.954996239146346,7.4461379414319495,8.234598743153352,8.603659521507888,8.742141594692779,2.9833086171412804,0.42169893107791717,0.01939506457548774,13.096066126350447,4.08780589253442,8.251633768179405,1.0484465386746271,5.101186046950979,11.004162909849596,0.7485029670884522,7.773467746289097,0.38733368513959204,28.310309763166547,5.101186046950979,11.004162909849596,0.7485029670884522,7.773467746289097,0.34154486652829896,28.310309763166547,27.0,57.68546,3.0,15.0,1.2399999999999998,93.0,0.0,0.0,0.0,0.0,-0.29000000000000026,0.0
cifs/RSM0332_11,1.0,1.00794,1.0,1.0,2.2,31.0,0.1351166685553882,0.5528040920312461,2.031520616230613,4.926016348614288,7.821711363978709,9.705583573441212,10.679317974805175,11.13036418403733,11.29887184584864,3.8615077258423423,0.4123408411665164,0.018336825723764123,21.461084852559914,7.444677148498623,12.523127817095977,1.411893428376999,5.723423374154787,12.39256925035064,0.8921793693783232,9.596663682300354,0.4085912528780882,35.2343795486577,5.723423374154787,12.39256925035064,0.8921793693783232,9.596663682300354,0.3635142791830645,35.2343795486577,27.0,57.68546,3.0,15.0,1.2399999999999998,93.0,0.0,0.0,0.0,0.0,-0.29000000000000026,0.0
cifs/RSM0332_12,1.0,1.00794,1.0,1.0,2.2,31.0,0.1477747842962283,0.5363176504088157,1.716060114797059,4.0432971248453775,6.484036007965844,8.122739342736962,8.982952747799432,9.384181002020389,9.5345065043936,3.1739742489158096,0.4140770367491679,0.022019598854534646,16.278286145860257,4.87633687390451,9.94861601404315,0.6437250762718723,3.7407474923180954,8.133070014242415,0.651235587337411,8.887370274402453,0.4386797110066078,26.90986590200613,3.7407474923180954,8.133070014242415,0.651235587337411,8.887370274402453,0.4378060940628778,26.90986590200613,27.0,57.68546,3.0,15.0,1.2399999999999998,93.0,0.0,0.0,0.0,0.0,-0.29000000000000026,0.0
cifs/RSM0332_13,1.0,1.00794,1.0,1.0,2.2,31.0,0.10793784964603786,0.515546801404962,1.5301989931956417,3.2021629992050253,4.959798954698993,6.180065382258327,6.834233837860512,7.142466545232193,7.258448960872686,2.5867002912408332,0.3850662898911949,0.01113906444166907,7.997754195533095,2.942460562521875,4.872978749852218,0.6802180801710067,5.634426212851036,12.11871087903404,0.8198670644360054,10.14471080757088,0.6742614888134982,30.09655712659442,5.634426212851036,12.11871087903404,0.8198670644360054,10.14471080757088,0.6459705813362231,30.09655712659442,27.0,57.68546,3.0,15.0,1.2399999999999998,93.0,0.0,0.0,0.0,0.0,-0.29000000000000026,0.0
